Account Name,account_name,AccountName,Contact Email,contact_email,Created Date,created_date,Lead Source,lead_source,Opportunity Amount,opportunity_amount,Is Active,is_active,SFDC ID,sfdc_id,Annual Revenue,annual_revenue,Last Activity,Custom Field,Region,Unnamed: 0,,Random Notes,Deal Score,Engagement Level,Num Calls,Time on Page (sec),City,State,Country
Acme Corp,Umbrella,Wonka,contact@acme.com,missing.com,not_a_date,,Partner,Email Campaign,,25000,no,1,abc123,001B000002,1000000,1000000,,"{""type"": ""B"", ""value"": 200}",United States,344,,Valid,75.0,0.021044601058954004,,270,chicago,NY,
,Umbrella,Globex,invalid@,,not_a_date,NaT,,Referral,,N/A,active,0,,,1M,1000000,2024-11-21 19:37:11.168566,"{""type"": ""B"", ""value"": 200}",NA,345,,See notes,,,43.0,311,chicago,NY,U.S.
Globex,Globex,Initech,noemail,,01-01-2020,2022/12/01,Phone Inquiry,Trade Show,,,active,1,,12345,1000000.00,1000000,Called client,,N.A.,346,,,75.0,0.6384995600219755,40.0,257,chicago,IL,us
Initech,Acme Corp,Wonka,noemail,help@globex.com,not_a_date,,Partner,,1000,25000,active,,001A000001,,two million five hundred thousand,999999,Called client,"{""type"": null}",North America,347,,N/A,100.0,0.16963734834782207,3.0,65,nyc,CA,U.S.
,Umbrella,,,help@globex.com,,,Web,Trade Show,1000,N/A,yes,True,abc123,BAD_ID,"$5,000,000",,2025-07-18 19:37:11.168573,"{""type"": ""A"", ""value"": 100}",North America,348,,,50.0,,,194,nyc,,
Initech,Soylent,Wonka,,help@globex.com,01-01-2020,,,Trade Show,,25000,False,0,abc123,,1000000,,2025-01-09 19:37:11.168575,"{""type"": null}",United States,349,,,10.0,0.2342062025657594,36.0,129,,CA,United States
Initech,Acme Corp,,invalid@,user@,,NaT,Phone Inquiry,Trade Show,,Fifty Thousand,no,0,,001B000002,2.5M,1000000,2025-03-23 19:37:11.168577,N/A,NA,350,,,75.0,0.23622868942360276,14.0,16,New York,Illinois,United States
Initech,Globex,,,missing.com,,,,Social Media,1000,,True,0,,001C000003,1000K,1000000,,"{""type"": ""B"", ""value"": 200}",NA,351,,Valid,50.0,,39.0,128,New York,,us
Acme Corp,Globex,,invalid@,help@globex.com,01-01-2020,NaT,,Social Media,,Fifty Thousand,active,False,abc123,001C000003,,1000000,Called client,"{""type"": ""B"", ""value"": 200}",,352,,Valid,25.0,0.9419493588779503,,209,,N.Y.,U.S.
Globex,,Wonka,noemail,help@globex.com,not_a_date,,Phone Inquiry,Trade Show,1000,25000,,0,,12345,1M,,42,"{""type"": ""A"", ""value"": 100}",N.A.,353,,Valid,25.0,0.6485837738359789,42.0,239,San Francisco,NY,us
Acme Corp,Umbrella,Globex,noemail,,not_a_date,2022/12/01,Phone Inquiry,,,25000,False,0,abc123,12345,2.5M,1000000,Called client,N/A,United States,354,,N/A,100.0,,27.0,112,Chicago,IL,USA
Acme Corp,Globex,,,user@,not_a_date,,Phone Inquiry,,,N/A,True,True,,12345,,1000000,42,"{""type"": null}",North America,355,,See notes,25.0,0.41772380744204607,42.0,103,New York,IL,United States
Globex,Soylent,Wonka,noemail,,2025-06-24 19:35:42.522773,2022/12/01,,,1000,,,0,001A000001,,2500000,,Called client,"{""type"": ""B"", ""value"": 200}",NA,356,,,50.0,0.04293045045301869,,450,New York,NY,
,Umbrella,Wonka,,missing.com,,NaT,Web,Email Campaign,1000,,False,1,abc123,12345,5000000,1000000,,"{""type"": null}",N.A.,357,,N/A,50.0,,1.0,391,New York,IL,United States
Acme Corp,,Wonka,contact@acme.com,help@globex.com,2025-07-19 19:35:42.522778,,Partner,Social Media,Ten Thousand,Fifty Thousand,no,False,,12345,1000K,,2024-05-05,,United States,358,,,50.0,0.5843476197839779,32.0,18,Chicago,NY,United States
,Umbrella,Globex,,user@,,,Partner,Trade Show,,0,no,0,,,Not Available,999999,2025-02-28 19:37:11.168597,N/A,North America,359,,,25.0,0.3181807381936983,24.0,143,New York,IL,United States
,Soylent,Globex,contact@acme.com,missing.com,,2023-12-22 19:35:42.524032,,Social Media,Ten Thousand,Fifty Thousand,False,False,,001B000002,One Million,999999,2024-05-05,"{""type"": null}",NA,360,,N/A,75.0,,,441,nyc,California,U.S.
,Umbrella,,invalid@,user@,not_a_date,2024-05-12 19:35:42.524035,,Email Campaign,Ten Thousand,N/A,True,True,abc123,001C000003,1000000,1000000,,"{""type"": null}",NA,361,,,10.0,0.2164572931999743,28.0,123,chicago,NY,us
,Umbrella,Wonka,,missing.com,01-01-2020,NaT,Phone Inquiry,Email Campaign,1000,N/A,,False,001A000001,BAD_ID,1000K,999999,42,"{""type"": ""A"", ""value"": 100}",NA,362,,,75.0,0.11853443996420321,15.0,476,,California,
Globex,,Globex,noemail,,2024-12-09 19:35:42.522788,2022/12/01,,Email Campaign,1000,N/A,False,1,,BAD_ID,two million five hundred thousand,999999,Called client,,N.A.,363,,,,,13.0,311,,Illinois,
,Soylent,,noemail,user@,,2022-12-19 19:35:42.524041,,,1000,N/A,False,False,,BAD_ID,Not Available,1000000,2024-05-05,,North America,364,,,,0.1697072970853527,,167,,N.Y.,us
Initech,Acme Corp,,noemail,help@globex.com,not_a_date,2022/12/01,,Trade Show,50000,25000,yes,,XYZ-00001,001C000003,1000K,1000000,2025-06-30 19:37:11.168610,"{""type"": null}",NA,365,,N/A,75.0,0.5804159771828885,38.0,60,,,U.S.
,Globex,Wonka,invalid@,,not_a_date,NaT,,,,N/A,False,,XYZ-00001,BAD_ID,N/A,999999,2024-05-05,"{""type"": ""B"", ""value"": 200}",United States,366,,N/A,75.0,,28.0,130,nyc,Illinois,us
,Soylent,,noemail,help@globex.com,,2022/12/01,Phone Inquiry,Email Campaign,Ten Thousand,0,False,0,abc123,001B000002,1000K,999999,,,N.A.,367,,,75.0,0.46724349462765935,35.0,123,,CA,
Globex,Umbrella,,contact@acme.com,help@globex.com,,2022/12/01,Phone Inquiry,,,,True,1,,12345,5000000,1000000,42,"{""type"": ""A"", ""value"": 100}",NA,368,,N/A,50.0,0.03262024932726315,,295,,NY,us
Acme Corp,,,contact@acme.com,help@globex.com,not_a_date,,Web,Trade Show,1000,,no,,001A000001,001B000002,1000000,,,,NA,369,,,75.0,,44.0,202,chicago,Illinois,United States
,Globex,Wonka,,,2025-07-05 19:35:42.522804,2022/12/01,Web,,,Fifty Thousand,,False,abc123,,Not Available,1000000,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,370,,,100.0,0.43529267114734516,35.0,236,chicago,Illinois,
,Globex,Globex,noemail,missing.com,2025-02-23 19:35:42.522807,NaT,Phone Inquiry,Email Campaign,,N/A,False,False,,12345,"$5,000,000",999999,2025-03-13 19:37:11.168623,"{""type"": null}",NA,371,,Valid,50.0,0.3817941865635529,40.0,179,chicago,Illinois,USA
,,Globex,invalid@,user@,2025-02-14 19:35:42.522809,,Phone Inquiry,Social Media,1000,25000,True,0,001A000001,001C000003,One Million,,42,"{""type"": ""B"", ""value"": 200}",North America,372,,,10.0,,,499,chicago,Illinois,United States
,Soylent,,noemail,,01-01-2020,2022/12/01,Partner,Social Media,,25000,no,0,XYZ-00001,,2500000,1000000,Called client,"{""type"": ""A"", ""value"": 100}",US,373,,,50.0,0.20601996626376773,20.0,469,San Francisco,Illinois,
Initech,Soylent,Initech,,help@globex.com,01-01-2020,2022/12/01,Phone Inquiry,Referral,,N/A,no,1,,BAD_ID,5000000,1000000,2024-05-05,N/A,N.A.,374,,,,0.3443643255133364,31.0,48,chicago,,USA
Initech,Globex,Initech,,user@,not_a_date,NaT,Phone Inquiry,Email Campaign,,Fifty Thousand,active,True,001A000001,001C000003,"$1,000,000",999999,,"{""type"": null}",NA,375,,,100.0,,7.0,14,Chicago,Illinois,us
,Umbrella,Wonka,contact@acme.com,missing.com,2024-11-11 19:35:42.522817,2022/12/01,,Social Media,Ten Thousand,0,False,0,abc123,001C000003,1M,1000000,Called client,"{""type"": ""B"", ""value"": 200}",N.A.,376,,N/A,25.0,0.48288528260983277,,32,nyc,California,USA
,Umbrella,Globex,contact@acme.com,user@,01-01-2020,2023-03-12 19:35:42.524069,Web,Social Media,50000,25000,False,0,001A000001,12345,5000000,1000000,Called client,,United States,377,,,,0.6901702648352936,16.0,333,,CA,
Globex,Soylent,,invalid@,missing.com,,,,Trade Show,Ten Thousand,N/A,True,False,,001B000002,two million five hundred thousand,,,N/A,N.A.,378,,See notes,,,7.0,192,nyc,CA,U.S.
,Acme Corp,Globex,,help@globex.com,,2022/12/01,,Referral,,25000,active,,abc123,001C000003,5M,1000000,42,"{""type"": null}",NA,379,,See notes,,0.3412812001177966,39.0,421,,IL,
Initech,Soylent,,invalid@,user@,2024-11-13 19:35:42.522826,2023-06-11 19:35:42.524076,,,50000,Fifty Thousand,False,0,,,2.5M,,2025-07-13 19:37:11.168642,"{""type"": ""A"", ""value"": 100}",United States,380,,Valid,100.0,0.5794410067870446,,72,New York,IL,U.S.
Acme Corp,Umbrella,Wonka,contact@acme.com,help@globex.com,01-01-2020,,Web,Referral,1000,Fifty Thousand,False,True,,001C000003,One Million,1000000,42,"{""type"": ""B"", ""value"": 200}",,381,,,50.0,,36.0,145,,Illinois,
Acme Corp,Umbrella,Wonka,invalid@,help@globex.com,not_a_date,2022/12/01,Web,Email Campaign,50000,0,active,,abc123,BAD_ID,1000000.00,,2024-05-05,"{""type"": ""A"", ""value"": 100}",United States,382,,,100.0,0.7016457721363119,1.0,42,,CA,USA
Globex,Soylent,Globex,noemail,user@,not_a_date,2025-05-17 19:35:42.524083,,Social Media,,,active,1,,001C000003,"1,000,000",1000000,2024-09-28 19:37:11.168649,"{""type"": null}",United States,383,,See notes,25.0,0.404979409179953,8.0,250,San Francisco,,USA
Acme Corp,Acme Corp,Globex,noemail,missing.com,2024-08-04 19:35:42.522835,2022/12/01,,Email Campaign,Ten Thousand,Fifty Thousand,True,True,abc123,12345,,999999,2024-05-05,,NA,384,,,25.0,,,319,chicago,NY,U.S.
Acme Corp,Globex,Initech,,missing.com,,2024-04-28 19:35:42.524087,,Trade Show,1000,0,True,,abc123,,1000000,,42,"{""type"": ""B"", ""value"": 200}",NA,385,,See notes,25.0,0.2444662648641912,11.0,417,nyc,IL,
,Umbrella,Wonka,invalid@,user@,01-01-2020,NaT,Web,Trade Show,1000,25000,,1,XYZ-00001,001B000002,Not Available,999999,Called client,N/A,NA,386,,See notes,10.0,0.07247278455984352,44.0,349,nyc,CA,
Initech,Acme Corp,Initech,noemail,,not_a_date,NaT,Partner,Trade Show,50000,0,False,,XYZ-00001,001B000002,1000000,1000000,2024-05-05,N/A,North America,387,,,25.0,,6.0,289,,Illinois,USA
Globex,Globex,,invalid@,help@globex.com,01-01-2020,,,Social Media,Ten Thousand,Fifty Thousand,,True,,12345,1000000,999999,2024-05-05,"{""type"": null}",NA,388,,,100.0,0.38675766239069287,,146,chicago,NY,
,,,,user@,2025-02-09 19:35:42.522846,2022/12/01,,Email Campaign,1000,,False,0,abc123,,1M,1000000,Called client,N/A,NA,389,,N/A,25.0,0.43105792296287415,50.0,116,San Francisco,Illinois,United States
Initech,Acme Corp,Wonka,noemail,help@globex.com,,,,Social Media,Ten Thousand,0,False,True,abc123,001C000003,"1,000,000",1000000,Called client,"{""type"": ""B"", ""value"": 200}",United States,390,,Valid,,,8.0,410,,California,United States
,Umbrella,Initech,noemail,user@,2024-09-25 19:35:42.522851,2023-04-19 19:35:42.524100,Phone Inquiry,Email Campaign,Ten Thousand,Fifty Thousand,active,1,001A000001,BAD_ID,One Million,999999,2024-05-05,N/A,NA,391,,,50.0,0.08965141132845889,48.0,92,,NY,
Globex,Globex,Initech,contact@acme.com,,01-01-2020,NaT,,Referral,50000,25000,active,0,,001B000002,One Million,1000000,2025-06-15 19:37:11.168670,,,392,,See notes,75.0,0.9271146152876433,,100,New York,CA,United States
,,,noemail,missing.com,01-01-2020,2022-12-19 19:35:42.524104,Partner,Referral,Ten Thousand,Fifty Thousand,False,,XYZ-00001,001B000002,1000000,,2024-08-22 19:37:11.168673,"{""type"": ""B"", ""value"": 200}",North America,393,,,50.0,,22.0,225,New York,IL,United States
,,Globex,,user@,01-01-2020,,,Referral,1000,N/A,,True,abc123,001C000003,,1000000,42,N/A,,394,,N/A,,0.7771632171589296,13.0,454,New York,Illinois,United States
,Umbrella,Initech,invalid@,help@globex.com,2024-09-05 19:35:42.522859,,,Social Media,,0,True,False,,12345,two million five hundred thousand,999999,2024-12-18 19:37:11.168680,N/A,N.A.,395,,N/A,,0.8007161876753686,37.0,12,New York,Illinois,
Globex,Soylent,Globex,contact@acme.com,,2024-09-01 19:35:42.522861,2022/12/01,Web,Email Campaign,Ten Thousand,Fifty Thousand,True,0,001A000001,BAD_ID,1000000,1000000,2025-07-19 19:37:11.168684,"{""type"": ""A"", ""value"": 100}",N.A.,396,,,50.0,,,196,nyc,California,us
Acme Corp,Acme Corp,Globex,noemail,missing.com,not_a_date,2024-10-16 19:35:42.524114,Partner,Social Media,1000,25000,,True,,,,999999,2024-05-05,N/A,NA,397,,N/A,25.0,0.040054483404531105,6.0,488,chicago,CA,USA
,Soylent,Globex,noemail,help@globex.com,01-01-2020,2023-07-11 19:35:42.524116,,Referral,Ten Thousand,,no,0,001A000001,001C000003,1M,1000000,2024-05-05,"{""type"": null}",US,398,,,75.0,0.9131132533065242,13.0,63,New York,N.Y.,
,,Initech,,help@globex.com,2025-04-07 19:35:42.522869,2022/12/01,Web,Trade Show,Ten Thousand,25000,True,False,XYZ-00001,001B000002,2500000,999999,,"{""type"": null}",US,399,,Valid,75.0,,20.0,251,,NY,
,Acme Corp,Initech,noemail,help@globex.com,2024-10-31 19:35:42.522871,2022-12-22 19:35:42.524120,Partner,Referral,Ten Thousand,N/A,yes,0,001A000001,,Not Available,1000000,2024-10-02 19:37:11.168696,"{""type"": ""B"", ""value"": 200}",US,400,,Valid,,0.2199385095209515,,30,San Francisco,Illinois,USA
Initech,Acme Corp,Wonka,contact@acme.com,missing.com,01-01-2020,2025-03-23 19:35:42.524124,Web,Trade Show,Ten Thousand,N/A,yes,True,,,N/A,999999,42,,North America,401,,See notes,10.0,0.7093306419288286,6.0,75,,CA,USA
,Soylent,,noemail,help@globex.com,not_a_date,2023-11-07 19:35:42.524126,,Email Campaign,1000,N/A,no,True,,001B000002,"$1,000,000",999999,2024-11-13 19:37:11.168702,"{""type"": ""A"", ""value"": 100}",,402,,Valid,75.0,,13.0,54,Chicago,NY,United States
Acme Corp,Acme Corp,Initech,invalid@,missing.com,01-01-2020,2024-03-02 19:35:42.524128,,Trade Show,1000,25000,yes,True,,,two million five hundred thousand,999999,42,"{""type"": ""A"", ""value"": 100}",NA,403,,See notes,25.0,0.5522487293181682,3.0,43,nyc,California,U.S.
,Umbrella,Wonka,invalid@,user@,2025-02-11 19:35:42.522882,2022/12/01,,Trade Show,Ten Thousand,,no,True,,001C000003,N/A,1000000,42,"{""type"": null}",US,404,,,,0.14915260309934064,,426,chicago,CA,us
,Umbrella,Globex,contact@acme.com,help@globex.com,2024-10-01 19:35:42.522884,,Web,Email Campaign,50000,,yes,1,abc123,BAD_ID,100000,999999,2025-07-20 19:37:11.168708,,,405,,See notes,50.0,,21.0,241,Chicago,CA,U.S.
,Globex,Globex,noemail,help@globex.com,,,,Trade Show,Ten Thousand,N/A,True,True,abc123,001B000002,1000000.00,1000000,2024-12-08 19:37:11.168711,,N.A.,406,,Valid,,0.5335386588082759,39.0,437,San Francisco,N.Y.,United States
Globex,Acme Corp,Globex,,user@,not_a_date,2024-06-20 19:35:42.524140,,Social Media,1000,N/A,,False,XYZ-00001,001B000002,"$5,000,000",999999,2024-10-20 19:37:11.168713,,United States,407,,N/A,10.0,0.24790055518236986,29.0,237,Chicago,Illinois,
,,Initech,noemail,user@,,,,Email Campaign,1000,N/A,True,,,12345,"1,000,000",,,"{""type"": null}",NA,408,,See notes,10.0,,,355,,Illinois,us
Globex,Umbrella,,invalid@,help@globex.com,not_a_date,,,Email Campaign,50000,Fifty Thousand,True,False,abc123,001C000003,1000K,999999,Called client,,North America,409,,,25.0,0.937053755232717,16.0,340,Chicago,IL,us
,Globex,,noemail,user@,,NaT,,Social Media,Ten Thousand,,yes,0,XYZ-00001,,"$1,000,000",1000000,42,"{""type"": ""B"", ""value"": 200}",,410,,,100.0,0.9707500521410859,1.0,321,chicago,NY,U.S.
,Soylent,,noemail,help@globex.com,2025-01-14 19:35:42.522897,NaT,Partner,Referral,Ten Thousand,0,False,False,XYZ-00001,12345,Not Available,999999,Called client,"{""type"": ""B"", ""value"": 200}",United States,411,,Valid,10.0,,8.0,461,chicago,Illinois,
Initech,Umbrella,Initech,,help@globex.com,not_a_date,NaT,,Trade Show,50000,0,active,,001A000001,BAD_ID,5000000,1000000,42,N/A,North America,412,,See notes,75.0,0.3430192522370795,,435,San Francisco,IL,U.S.
Initech,Acme Corp,Initech,noemail,missing.com,,2022/12/01,Web,Email Campaign,1000,N/A,yes,False,,BAD_ID,,,2024-05-05,,North America,413,,,50.0,0.1324388697707335,22.0,268,New York,California,
Initech,,Globex,invalid@,,01-01-2020,2022/12/01,Partner,Trade Show,,0,False,1,abc123,001C000003,1000K,999999,42,N/A,North America,414,,,10.0,,1.0,118,,N.Y.,U.S.
Initech,Umbrella,Wonka,contact@acme.com,missing.com,2025-03-13 19:35:42.522906,,Phone Inquiry,Referral,,Fifty Thousand,no,1,,001C000003,One Million,,,N/A,N.A.,415,,Valid,10.0,0.5460004752253665,1.0,53,,CA,
Initech,Acme Corp,Initech,,,01-01-2020,2024-04-20 19:35:42.524171,,Social Media,,N/A,active,1,001A000001,,one million,,,N/A,United States,416,,,100.0,0.2851133876662384,,77,Chicago,CA,USA
Initech,Umbrella,Globex,,,2025-07-31 19:35:42.522910,2022/12/01,,Trade Show,Ten Thousand,Fifty Thousand,True,0,,001C000003,2.5M,,,"{""type"": ""A"", ""value"": 100}",NA,417,,Valid,100.0,,18.0,397,New York,California,USA
Initech,Globex,Globex,contact@acme.com,help@globex.com,01-01-2020,,,Trade Show,1000,25000,False,1,,001C000003,"$5,000,000",1000000,2024-11-04 19:37:11.168737,,US,418,,,75.0,0.08939590788187457,36.0,320,New York,IL,
Initech,,,invalid@,help@globex.com,not_a_date,2022/12/01,Phone Inquiry,Email Campaign,Ten Thousand,N/A,True,False,XYZ-00001,,5000000,1000000,,"{""type"": null}",United States,419,,Valid,100.0,0.21153511035047878,19.0,497,,N.Y.,USA
Acme Corp,Globex,,,missing.com,,,Phone Inquiry,Social Media,1000,,,True,001A000001,001B000002,5000000,1000000,2024-05-05,,US,420,,N/A,50.0,,,181,,,U.S.
,Acme Corp,Initech,,user@,,2024-07-11 19:35:42.524182,Web,Email Campaign,,N/A,False,True,001A000001,12345,"$1,000,000",1000000,,,United States,421,,,75.0,0.426158719556719,37.0,377,,,
Initech,,Wonka,noemail,,not_a_date,,Partner,,,Fifty Thousand,no,,,001B000002,N/A,999999,42,"{""type"": null}",NA,422,,Valid,100.0,0.5220225250336502,22.0,493,nyc,California,United States
Globex,,Initech,noemail,,2025-02-05 19:35:42.522924,2025-05-09 19:35:42.524186,,Email Campaign,,25000,yes,0,001A000001,001B000002,One Million,999999,,,United States,423,,,10.0,,10.0,44,Chicago,NY,USA
Initech,,Globex,noemail,help@globex.com,2024-08-06 19:35:42.522926,2022/12/01,,Email Campaign,,Fifty Thousand,yes,1,,001B000002,5000000,1000000,2024-05-05,"{""type"": ""B"", ""value"": 200}",US,424,,See notes,,0.8118141608643462,,480,,Illinois,United States
Globex,Acme Corp,,contact@acme.com,missing.com,01-01-2020,NaT,Partner,Social Media,,,True,True,,001B000002,two million five hundred thousand,1000000,42,"{""type"": ""B"", ""value"": 200}",US,425,,Valid,10.0,0.006890645263981532,49.0,132,,IL,
Globex,,Globex,contact@acme.com,user@,,NaT,,Social Media,,25000,,,001A000001,12345,one million,1000000,,"{""type"": ""A"", ""value"": 100}",North America,426,,,50.0,,6.0,328,,California,United States
,Umbrella,Initech,contact@acme.com,,,2023-03-01 19:35:42.524195,Partner,Social Media,Ten Thousand,,active,False,,001C000003,N/A,999999,2025-02-18 19:37:11.168767,"{""type"": null}",United States,427,,N/A,100.0,0.9642403223949946,17.0,79,nyc,CA,USA
Initech,Globex,Wonka,,,,2025-05-22 19:35:42.524197,,,50000,0,active,,abc123,12345,N/A,1000000,,N/A,North America,428,,N/A,50.0,0.8291238018897151,,359,Chicago,N.Y.,United States
Acme Corp,Acme Corp,Initech,invalid@,user@,01-01-2020,NaT,Phone Inquiry,Referral,,,,0,XYZ-00001,001C000003,Not Available,,2024-05-05,"{""type"": ""B"", ""value"": 200}",United States,429,,N/A,10.0,,8.0,96,,,USA
Initech,Umbrella,Initech,invalid@,help@globex.com,01-01-2020,,Partner,,Ten Thousand,25000,yes,False,abc123,12345,"1,000,000",1000000,Called client,N/A,,430,,See notes,100.0,0.4723633480534781,14.0,378,,Illinois,USA
,Umbrella,Initech,invalid@,help@globex.com,2025-02-08 19:35:42.522943,NaT,Phone Inquiry,Referral,50000,,no,False,,BAD_ID,N/A,,42,"{""type"": ""A"", ""value"": 100}",N.A.,431,,,50.0,0.17316704353586898,36.0,357,nyc,,us
Globex,Globex,,,user@,,2022/12/01,Partner,Email Campaign,1000,,yes,True,XYZ-00001,12345,,1000000,2025-04-28 19:37:11.168785,"{""type"": ""A"", ""value"": 100}",NA,432,,,100.0,,,187,,NY,United States
Acme Corp,,Wonka,noemail,,2025-04-10 19:35:42.522947,NaT,Partner,,,N/A,False,1,abc123,12345,N/A,1000000,2024-05-05,,,433,,,,0.7028623483869577,7.0,436,New York,CA,USA
Acme Corp,,,,,not_a_date,NaT,Phone Inquiry,Referral,Ten Thousand,0,False,False,abc123,001B000002,1000000.00,,2024-05-05,"{""type"": ""B"", ""value"": 200}",N.A.,434,,See notes,75.0,0.2147424227157526,33.0,92,New York,CA,United States
,Globex,Globex,,missing.com,not_a_date,NaT,Partner,Referral,,N/A,True,True,abc123,,One Million,1000000,,"{""type"": ""A"", ""value"": 100}",US,435,,,50.0,,16.0,204,New York,Illinois,us
,,Wonka,contact@acme.com,help@globex.com,,2022/12/01,,Email Campaign,1000,Fifty Thousand,yes,0,,BAD_ID,One Million,1000000,2025-05-31 19:37:11.168799,"{""type"": null}",N.A.,436,,See notes,25.0,0.9915157618946941,,146,nyc,IL,U.S.
Globex,Globex,Wonka,noemail,missing.com,,,,,,N/A,True,1,XYZ-00001,,1000000,,42,"{""type"": ""A"", ""value"": 100}",,437,,See notes,25.0,0.9394817025081265,16.0,218,,IL,us
,,Initech,,,2025-05-12 19:35:42.522958,2022/12/01,,Referral,50000,0,True,1,abc123,001C000003,1000000,,2025-05-07 19:37:11.168804,,United States,438,,,100.0,,5.0,470,,Illinois,U.S.
Globex,Soylent,Globex,invalid@,user@,2024-11-08 19:35:42.522960,NaT,,,,0,True,0,,,1000000.00,1000000,2024-05-05,"{""type"": ""A"", ""value"": 100}",US,439,,N/A,75.0,0.27992502536559627,0.0,259,,N.Y.,us
Acme Corp,,Wonka,noemail,,2024-08-13 19:35:42.522962,2024-04-04 19:35:42.524234,Web,Email Campaign,50000,25000,True,True,XYZ-00001,001C000003,Not Available,,42,"{""type"": ""A"", ""value"": 100}",North America,440,,N/A,100.0,0.42222654579752783,,136,,CA,
Acme Corp,Umbrella,Wonka,noemail,,01-01-2020,NaT,Partner,Email Campaign,1000,N/A,False,False,abc123,BAD_ID,1000000.00,1000000,,"{""type"": ""B"", ""value"": 200}",US,441,,,75.0,,16.0,91,,NY,USA
Acme Corp,Acme Corp,,contact@acme.com,help@globex.com,01-01-2020,2022/12/01,,,,25000,False,False,XYZ-00001,001B000002,2500000,1000000,Called client,"{""type"": ""B"", ""value"": 200}",US,442,,N/A,,0.8537015843428312,36.0,342,San Francisco,California,
,,,invalid@,user@,2025-01-17 19:35:42.522969,2022/12/01,Partner,,Ten Thousand,N/A,active,False,001A000001,12345,"1,000,000",999999,2025-03-13 19:37:11.168814,"{""type"": ""B"", ""value"": 200}",,443,,,100.0,0.5324640629263605,18.0,449,New York,CA,United States
,Acme Corp,,,user@,,NaT,,Trade Show,Ten Thousand,25000,yes,0,,BAD_ID,1000000,,,"{""type"": ""B"", ""value"": 200}",North America,444,,,10.0,,,339,Chicago,NY,U.S.
,Acme Corp,Globex,contact@acme.com,missing.com,01-01-2020,2022/12/01,Web,Social Media,,Fifty Thousand,yes,1,001A000001,BAD_ID,1000K,999999,42,"{""type"": null}",,445,,N/A,10.0,0.3481739849803508,40.0,124,San Francisco,,USA
,Acme Corp,Initech,contact@acme.com,help@globex.com,01-01-2020,,Web,Social Media,,0,False,0,,12345,1000000,999999,42,N/A,US,446,,,10.0,0.639347830926053,23.0,234,San Francisco,CA,United States
Globex,Soylent,Globex,,missing.com,2024-10-28 19:35:42.522978,,,Referral,,Fifty Thousand,False,0,001A000001,BAD_ID,one million,999999,2024-05-05,N/A,US,447,,N/A,10.0,,7.0,318,Chicago,N.Y.,United States
Acme Corp,Acme Corp,Initech,contact@acme.com,help@globex.com,not_a_date,NaT,Phone Inquiry,,,,yes,1,001A000001,BAD_ID,One Million,1000000,,"{""type"": ""A"", ""value"": 100}",NA,448,,,25.0,0.32432558783541066,,480,chicago,N.Y.,us
Globex,Acme Corp,Globex,noemail,missing.com,,2024-05-26 19:35:42.524255,,Trade Show,50000,0,yes,0,abc123,001C000003,"1,000,000",999999,2024-11-15 19:37:11.168828,"{""type"": ""A"", ""value"": 100}",US,449,,,,0.697954326528135,11.0,356,New York,NY,U.S.
Globex,Umbrella,Globex,noemail,missing.com,01-01-2020,2022/12/01,Partner,Trade Show,50000,N/A,no,0,abc123,001C000003,100000,999999,2024-05-05,"{""type"": null}",North America,450,,See notes,50.0,,49.0,448,nyc,CA,U.S.
Globex,Soylent,,noemail,user@,,NaT,Phone Inquiry,Email Campaign,Ten Thousand,,active,0,abc123,001C000003,,999999,Called client,N/A,North America,451,,,,0.7940206614643988,33.0,110,New York,N.Y.,USA
Initech,,Globex,contact@acme.com,,2025-06-01 19:35:42.522989,NaT,,,Ten Thousand,N/A,yes,False,,BAD_ID,2.5M,1000000,2024-05-05,"{""type"": null}",NA,452,,N/A,75.0,0.7418209796851146,,274,nyc,Illinois,
Initech,,Initech,invalid@,help@globex.com,01-01-2020,,Partner,Referral,1000,,,False,,001B000002,1M,999999,Called client,N/A,,453,,,100.0,,24.0,438,nyc,,us
Acme Corp,Soylent,Globex,invalid@,user@,not_a_date,,Phone Inquiry,,50000,N/A,,0,,12345,1M,,42,"{""type"": ""B"", ""value"": 200}",United States,454,,N/A,10.0,0.9289004734210565,29.0,399,New York,,us
,Acme Corp,,,help@globex.com,01-01-2020,,,Referral,Ten Thousand,Fifty Thousand,yes,True,XYZ-00001,12345,1000000,1000000,Called client,"{""type"": null}",North America,455,,Valid,50.0,0.9569854894036286,12.0,493,Chicago,N.Y.,USA
,Umbrella,Wonka,invalid@,user@,01-01-2020,NaT,,Trade Show,Ten Thousand,Fifty Thousand,False,False,abc123,001C000003,Not Available,1000000,,"{""type"": ""B"", ""value"": 200}",N.A.,456,,,75.0,,,71,New York,IL,
,Soylent,Globex,,user@,not_a_date,2022/12/01,Web,Email Campaign,,25000,active,,,BAD_ID,"$5,000,000",1000000,2024-05-05,"{""type"": ""B"", ""value"": 200}",,457,,,100.0,0.07960350278965966,22.0,48,San Francisco,CA,
Globex,,Initech,contact@acme.com,,not_a_date,NaT,Partner,Trade Show,,25000,yes,,,12345,N/A,999999,42,"{""type"": ""A"", ""value"": 100}",United States,458,,See notes,,0.23002874439205367,12.0,447,Chicago,,USA
